name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
T1000,TU117,"May 6th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1065 MHz,1250 MHz,896 / 56 / 32,50
T1000 8 GB,TU117,"May 6th, 2021",PCIe 3.0 x16,"8 GB, GDDR6, 128 bit",1065 MHz,1250 MHz,896 / 56 / 32,50
Tesla M4,GM206,"Nov 10th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",872 MHz,1375 MHz,1024 / 64 / 32,50
Quadro K2000,GK107,"Mar 1st, 2013",PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",954 MHz,1000 MHz,384 / 32 / 16,51
Quadro K2000D,GK107,"Mar 1st, 2013",PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",954 MHz,1000 MHz,384 / 32 / 16,51
Radeon X800 XT,R423,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,54
Radeon X800 XT AGP,R420,"Mar 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,54
Radeon X800 XT Mac Edition,R423,"Dec 1st, 2004",AGP Pro 8x,"256 MB, GDDR3, 256 bit",475 MHz,500 MHz,16 / 6 / 16 / 16,54
Radeon HD 7750,Cape Verde,"Feb 15th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16,55
Radeon HD 8740 OEM,Cape Verde,"Sep 5th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16,55
Radeon R7 250,Cape Verde,"Oct 8th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",925 MHz,900 MHz,512 / 32 / 16,55
Radeon R7 250,Cape Verde,"Oct 8th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,512 / 32 / 16,55
Radeon R7 250E,Cape Verde,"Dec 20th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16,55
Radeon R7 350,Cape Verde,"Jul 6th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16,55
Radeon R7 350 640SP,Cape Verde,"Jan 7th, 2019",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,640 / 40 / 16,55
Radeon RX 460 Mobile,Baffin,"Aug 8th, 2016",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1250 MHz,896 / 56 / 16,55
Radeon RX 560 Mobile,Baffin,"Jan 5th, 2017",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,896 / 56 / 16,55
Radeon RX 560 Mobile,Baffin,"Jan 5th, 2017",MXM-B (3.0),"4 GB, GDDR5, 128 bit",784 MHz,1710 MHz,896 / 56 / 16,55
All-In-Wonder HD 3650,RV635,"Jun 28th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",722 MHz,594 MHz,120 / 8 / 4,55
Mobility Radeon HD 3870,M88,"Jun 4th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",660 MHz,850 MHz,320 / 16 / 16,55
Radeon HD 4720,RV730,"Dec 11th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,667 MHz,320 / 32 / 8,55
Radeon X1650 XT,RV560,"Oct 30th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",525 MHz,700 MHz,24 / 8 / 8 / 8,55
Radeon X1650 XT AGP,RV560,"Oct 30th, 2006",AGP 8x,"512 MB, GDDR3, 128 bit",540 MHz,680 MHz,24 / 8 / 8 / 8,55
GeForce GTX 745 OEM,GM107,"Feb 18th, 2014",PCIe 3.0 x16,"4 GB, DDR3, 128 bit",1033 MHz,900 MHz,384 / 24 / 16,55
GeForce GTX 750,GM107,"Feb 18th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1020 MHz,1253 MHz,512 / 32 / 16,55
GeForce GTX 760A,GK106,"Mar 17th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",628 MHz,1002 MHz,768 / 64 / 16,55
GeForce GTX 760M,GK106,"May 30th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",628 MHz,1002 MHz,768 / 64 / 16,55
Quadro 2000M,GF106,"Jan 13th, 2011",MXM-A (3.0),"2 GB, DDR3, 128 bit",550 MHz,900 MHz,192 / 32 / 16,55
Quadro FX 1300,NV38,"Aug 9th, 2004",PCIe 1.0 x16,"128 MB, DDR, 256 bit",350 MHz,275 MHz,4 / 3 / 8 / 4,55
Quadro FX 1400,NV41,"Aug 9th, 2004",PCIe 1.0 x16,"128 MB, DDR, 256 bit",350 MHz,300 MHz,12 / 5 / 12 / 8,55
Quadro K2000M,GK107,"Jun 1st, 2012",MXM-A (3.0),"2 GB, DDR3, 128 bit",745 MHz,900 MHz,384 / 32 / 16,55
Quadro K2100M,GK106,"Jul 23rd, 2013",MXM-A (3.0),"2 GB, GDDR5, 128 bit",667 MHz,752 MHz,576 / 48 / 16,55
Quadro M2000M,GM107,"Dec 3rd, 2015",MXM-A (3.0),"4 GB, GDDR5, 128 bit",1029 MHz,1253 MHz,640 / 40 / 16,55
Quadro M2200 Mobile,GM206,"Jan 11th, 2017",MXM-A (3.0),"4 GB, GDDR5, 128 bit",695 MHz,1377 MHz,1024 / 64 / 32,55
FirePro V5700,RV730,"Aug 8th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",700 MHz,900 MHz,320 / 32 / 8,56
FireGL X3-256,R420,"Aug 3rd, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",491 MHz,454 MHz,12 / 6 / 12 / 12,57
Radeon X1950 GT,RV570,"Jan 29th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,600 MHz,36 / 8 / 12 / 12,57
Radeon X1950 GT AGP,RV570,"Feb 10th, 2007",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,600 MHz,36 / 8 / 12 / 12,57
GeForce PCX 5950,NV38,"Feb 17th, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",475 MHz,425 MHz,4 / 3 / 8 / 4,57
GeForce GT 220,G94,"Jan 26th, 2010",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,700 MHz,48 / 24 / 8,58
GeForce GT 220,GT216,"Oct 12th, 2009",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",615 MHz,1000 MHz,48 / 16 / 8,58
GeForce GT 220 OEM,GT215,"Oct 12th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",506 MHz,700 MHz,48 / 16 / 8,58
Playstation 3 GPU 65nm,RSX-65nm,Aug 2008,IGP,"256 MB, GDDR3, 128 bit",550 MHz,650 MHz,24 / 8 / 24 / 8,58
Radeon HD 4670,RV730,"Sep 10th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",750 MHz,1000 MHz,320 / 32 / 8,59
Radeon HD 4670 AGP,RV730,"Jul 17th, 2009",AGP 8x,"1024 MB, GDDR3, 128 bit",750 MHz,800 MHz,320 / 32 / 8,59
Radeon HD 4710,RV730,"Sep 10th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",750 MHz,800 MHz,320 / 32 / 8,59
GeForce FX 5900 Ultra,NV35,"Oct 23rd, 2003",AGP 8x,"256 MB, DDR, 256 bit",450 MHz,425 MHz,4 / 3 / 8 / 4,59
Quadro FX 1800,G94,"Mar 30th, 2009",PCIe 2.0 x16,"768 MB, GDDR3, 192 bit",550 MHz,800 MHz,64 / 32 / 12,59
Spectre 3000,Rampage,Never Released,AGP 4x,"64 MB, DDR, 128 bit",200 MHz,200 MHz,4 / 1 / 4 / 4,60
Voodoo5 6000,VSA-100,Never Released,AGP 4x,"32 MB, SDR, 128 bit",166 MHz,166 MHz,2 / 0 / 2 / 2,60
Radeon HD 6570,Turks,"Apr 19th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",650 MHz,1000 MHz,480 / 24 / 8,60
Radeon HD 7570,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,60
Radeon HD 8510 OEM,Turks,"Jul 23rd, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,60
Radeon HD 8550 OEM,Turks,"Oct 25th, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,60
Radeon HD 8570 OEM Rebrand,Turks,"Jul 23rd, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8,60
Radeon RX 550 640SP,Baffin,"Oct 13th, 2017",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1019 MHz,1500 MHz,640 / 40 / 16,60
Radeon RX 550X 640SP,Baffin,"Apr 11th, 2018",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1019 MHz,1500 MHz,640 / 40 / 16,60
FirePro M7740,M97,"Aug 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",650 MHz,846 MHz,640 / 32 / 16,60
Radeon 9800 PRO Mac Edition,R360,"Mar 4th, 2004",AGP Pro 8x,"128 MB, DDR, 256 bit",378 MHz,338 MHz,8 / 4 / 8 / 8,60
Radeon 9800 XT,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,8 / 4 / 8 / 8,60
Radeon 9800 XT Mac Edition,R360,"Mar 14th, 2004",AGP Pro 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,8 / 4 / 8 / 8,60
A2,GA107,"Nov 10th, 2021",PCIe 4.0 x8,"16 GB, GDDR6, 128 bit",1440 MHz,1563 MHz,1280 / 40 / 32,60
GeForce 8600 GTS,G84,"Apr 17th, 2007",PCIe 1.0 x16,"256 MB, GDDR3, 128 bit",675 MHz,1000 MHz,32 / 16 / 8,60
GeForce 9700M GTS,G94,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",530 MHz,800 MHz,48 / 24 / 16,60
GeForce 9800M GS,G94,"Nov 1st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",530 MHz,800 MHz,64 / 32 / 16,60
GeForce GTS 160M,G94,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,800 MHz,64 / 32 / 16,60
GeForce GTX 750 GM206,GM206,"Nov 17th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1087 MHz,1253 MHz,512 / 32 / 32,60
GeForce GTX 750 Ti,GM107,"Feb 18th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1020 MHz,1350 MHz,640 / 40 / 16,60
GeForce RTX 3060 Max-Q,GA106,"Jan 12th, 2021",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",817 MHz,1500 MHz,3840 / 120 / 48,60
Quadro RTX 3000 Max-Q,TU106,"May 27th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",600 MHz,1500 MHz,1920 / 120 / 64,60
Quadro T2000 Mobile,TU117,"May 27th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1575 MHz,2001 MHz,1024 / 64 / 32,60
Quadro 2000,GF106,"Dec 24th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",625 MHz,650 MHz,192 / 32 / 16,62
Quadro 2000D,GF106,"Oct 5th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",625 MHz,650 MHz,192 / 32 / 16,62
Radeon X800 XT Platinum,R423,"Mar 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,560 MHz,16 / 6 / 16 / 16,63
Radeon X800 XT Platinum AGP,R420,"May 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",520 MHz,560 MHz,16 / 6 / 16 / 16,63
Radeon HD 5670,Redwood,"Jan 14th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",775 MHz,1000 MHz,400 / 20 / 8,64
Radeon HD 5670 640SP Edition,Juniper,"Jul 18th, 2010",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",750 MHz,1000 MHz,640 / 32 / 8,64
Radeon HD 5690,Redwood,"Feb 1st, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",775 MHz,1000 MHz,400 / 20 / 8,64
Radeon HD 5730,Redwood,"Feb 26th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",775 MHz,1000 MHz,400 / 20 / 8,64
GeForce GT 730 OEM,GK107,"Apr 9th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 64 bit",902 MHz,1253 MHz,384 / 32 / 8,64
GeForce GT 740,GK107,"May 29th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",993 MHz,1253 MHz,384 / 32 / 16,64
FirePro A300,Devastator,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,760 MHz,System Shared,384 / 24 / 8,65
Radeon HD 6370D IGP,SuperSumo,"Nov 1st, 2011",IGP,System Shared,444 MHz,System Shared,160 / 8 / 4,65
Radeon HD 6410D IGP,SuperSumo,"Jun 20th, 2011",IGP,System Shared,444 MHz,System Shared,160 / 8 / 4,65
Radeon HD 6530D IGP,Sumo,"Jun 20th, 2011",IGP,System Shared,444 MHz,System Shared,320 / 16 / 8,65
Radeon HD 6550D IGP,Sumo,"Jun 20th, 2011",IGP,System Shared,600 MHz,System Shared,400 / 20 / 8,65
Radeon HD 7480D IGP,Scrapper Lite,"Oct 2nd, 2012",IGP,System Shared,720 MHz,System Shared,128 / 8 / 4,65
Radeon HD 7540D IGP,Scrapper,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,192 / 12 / 4,65
Radeon HD 7560D IGP,Devastator Lite,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,256 / 16 / 8,65
Radeon HD 8370D IGP,Scrapper Lite,Jul 2013,IGP,System Shared,760 MHz,System Shared,128 / 8 / 4,65
Radeon HD 8470D IGP,Scrapper,"Jul 29th, 2013",IGP,System Shared,800 MHz,System Shared,192 / 12 / 4,65
Radeon HD 8550D IGP,Scrapper,"May 23rd, 2013",IGP,System Shared,720 MHz,System Shared,256 / 16 / 8,65
Radeon HD 8570D IGP,Devastator Lite,"Jul 10th, 2013",IGP,System Shared,800 MHz,System Shared,256 / 16 / 8,65
Radeon HD 8650D IGP,Scrapper,"Dec 28th, 2013",IGP,System Shared,720 MHz,System Shared,384 / 24 / 8,65
Radeon Pro WX 3100,Lexa,"Jun 12th, 2017",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",925 MHz,1500 MHz,512 / 32 / 16,65
Radeon Pro WX 3200,Polaris 23,"Jul 2nd, 2019",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1295 MHz,1500 MHz,640 / 32 / 16,65
Radeon Pro WX 3200 Mobile,Polaris 23,"Jul 2nd, 2019",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1082 MHz,1000 MHz,640 / 32 / 16,65
Radeon Pro WX Vega M GL,Polaris 22,"Apr 24th, 2018",IGP,"4 GB, HBM2, 1024 bit",931 MHz,700 MHz,1280 / 80 / 32,65
Radeon R5 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",730 MHz,1150 MHz,384 / 24 / 8,65
Radeon R5 340X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,1000 MHz,384 / 24 / 8,65
Radeon R7 250,Oland,"Oct 8th, 2013",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8,65
Radeon R7 250 OEM,Oland,"Oct 8th, 2013",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8,65
Radeon R7 350 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8,65
Radeon R7 350X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8,65
Radeon R7 450 OEM,Cape Verde,"Jun 30th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,512 / 32 / 16,65
Radeon R7 Graphics,Spectre,"Jan 11th, 2014",IGP,System Shared,720 MHz,System Shared,512 / 32 / 8,65
Radeon R9 255 OEM,Cape Verde,"Dec 21st, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1150 MHz,512 / 32 / 16,65
Radeon RX 560 Mobile,Baffin,"Jan 5th, 2017",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1090 MHz,1500 MHz,1024 / 64 / 16,65
Radeon RX 560D,Polaris 21,"Jul 4th, 2017",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1500 MHz,896 / 56 / 16,65
Radeon RX 560DX,Polaris 21,"Apr 11th, 2018",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1500 MHz,896 / 56 / 16,65
Radeon RX 560X Mobile,Polaris 31,"Jan 9th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1223 MHz,1750 MHz,896 / 56 / 16,65
Radeon RX 560X Mobile,Polaris 21,"Apr 11th, 2018",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1275 MHz,1450 MHz,1024 / 64 / 16,65
Radeon RX 560X Mobile,Polaris 21,"Apr 11th, 2018",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1275 MHz,1750 MHz,1024 / 64 / 16,65
Radeon RX 560X Mobile,Polaris 21,"Apr 11th, 2018",MXM-B (3.0),"2 GB, GDDR5, 128 bit",1175 MHz,1500 MHz,1024 / 64 / 16,65
Radeon RX Vega 11,Raven,"Feb 12th, 2018",IGP,System Shared,300 MHz,System Shared,704 / 44 / 8,65
Radeon RX Vega M GL,Polaris 22,"Feb 1st, 2018",IGP,"4 GB, HBM2, 1024 bit",931 MHz,700 MHz,1280 / 80 / 32,65
Radeon Vega 8,Raven,"Feb 12th, 2018",IGP,System Shared,300 MHz,System Shared,512 / 32 / 8,65
Radeon Vega 8 Mobile,Raven,"Oct 26th, 2017",IGP,System Shared,300 MHz,System Shared,512 / 32 / 8,65
Radeon HD 3650,RV635,"Jan 20th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 128 bit",725 MHz,800 MHz,120 / 8 / 4,65
Radeon HD 3650 AGP,RV635,"Jan 23rd, 2008",AGP 8x,"512 MB, DDR2, 128 bit",725 MHz,500 MHz,120 / 8 / 4,65
Radeon HD 3730,RV635,"Oct 5th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",722 MHz,396 MHz,120 / 8 / 4,65
Radeon HD 3750,RV635,"Sep 11th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",796 MHz,693 MHz,120 / 8 / 4,65
Radeon HD 4570 Rebrand,RV635,"Nov 22nd, 2009",PCIe 2.0 x16,"1024 MB, DDR2, 128 bit",796 MHz,396 MHz,120 / 8 / 4,65
Radeon HD 4580,RV635,"Nov 20th, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",796 MHz,693 MHz,120 / 8 / 4,65
GeForce 7800 GT,G70,"Aug 11th, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,500 MHz,20 / 7 / 20 / 16,65
GeForce 7900 GS AGP,G71,"Apr 2nd, 2006",AGP 8x,"256 MB, GDDR3, 256 bit",450 MHz,660 MHz,20 / 7 / 20 / 16,65
GeForce 7950 GT,G71,"Aug 6th, 2006",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",550 MHz,700 MHz,24 / 8 / 24 / 16,65
GeForce 7950 GT AGP,G71,"Apr 2nd, 2007",AGP 8x,"512 MB, GDDR3, 256 bit",500 MHz,600 MHz,24 / 8 / 24 / 16,65
GeForce 8800M GTX,G92,"Nov 1st, 2007",MXM-HE,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,96 / 48 / 16,65
GeForce 9800M GT,G92,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,96 / 48 / 16,65
GeForce GT 1030 GK107,GK107,"Sep 30th, 2018",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1058 MHz,1250 MHz,384 / 32 / 16,65
GeForce GT 440,GF108,"Feb 1st, 2011",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,900 MHz,96 / 16 / 4,65
GeForce GT 440 Mac Edition,GF108,"Feb 9th, 2011",PCIe 1.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,667 MHz,96 / 16 / 4,65
GeForce GT 440 OEM,GF106,"Oct 11th, 2010",PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",810 MHz,900 MHz,144 / 24 / 24,65
GeForce GT 630,GF108,"May 15th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,900 MHz,96 / 16 / 4,65
GeForce GT 640,GK107,"Jun 5th, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,891 MHz,384 / 32 / 16,65
GeForce GT 740 OEM,GK106,"Apr 14th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1050 MHz,1253 MHz,384 / 32 / 16,65
GeForce GT 740 OEM,GK106,"Apr 14th, 2015",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1006 MHz,1253 MHz,384 / 32 / 16,65
GeForce GTX 260M,G92,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",550 MHz,950 MHz,112 / 56 / 16,65
GeForce GTX 645 OEM,GK106,"Apr 22nd, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",824 MHz,1000 MHz,576 / 48 / 16,65
GeForce GTX 650,GK106,"Nov 27th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384 / 32 / 16,65
GeForce GTX 650,GK107,"Sep 6th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384 / 32 / 16,65
GeForce Go 7800 GTX,G70,"Sep 29th, 2005",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",440 MHz,550 MHz,24 / 8 / 24 / 16,65
GeForce RTX 2060 Max-Q,TU106,"Jan 29th, 2020",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",975 MHz,1375 MHz,1920 / 120 / 48,65
GeForce RTX 2060 Mobile Refresh,TU106B,"Jan 29th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1005 MHz,1375 MHz,1920 / 120 / 48,65
Quadro FX 1500,G71,"Apr 20th, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",325 MHz,625 MHz,16 / 6 / 16 / 16,65
Quadro FX 2700M,G94,"Aug 14th, 2008",MXM-HE,"512 MB, GDDR3, 256 bit",530 MHz,799 MHz,48 / 24 / 16,65
Quadro K2200M,GM107,"Jul 19th, 2014",MXM-A (3.0),"2 GB, GDDR5, 128 bit",667 MHz,1253 MHz,640 / 40 / 16,65
Radeon HD 6670,Turks,"Apr 19th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1000 MHz,480 / 24 / 8,66
Radeon HD 7670 OEM,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",800 MHz,1000 MHz,480 / 24 / 8,66
Radeon X1950 PRO,RV570,"Oct 1st, 2006",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",575 MHz,690 MHz,36 / 8 / 12 / 12,66
Radeon X1950 PRO AGP,RV570,"Oct 25th, 2006",AGP 8x,"512 MB, GDDR3, 256 bit",575 MHz,690 MHz,36 / 8 / 12 / 12,66
Radeon X850 XT Platinum,R480,"Dec 21st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",540 MHz,590 MHz,16 / 6 / 16 / 16,67
Radeon X850 XT Platinum AGP,R481,"Feb 28th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",540 MHz,590 MHz,16 / 6 / 16 / 16,67
GeForce 6800 GT,NV45,"Jun 8th, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",350 MHz,500 MHz,16 / 6 / 16 / 16,67
NVS 810,GM107,"Nov 4th, 2015",PCIe 3.0 x16,"2 GB, DDR3, 64 bit",902 MHz,900 MHz,512 / 32 / 16,68
Quadro K2200,GM107,"Jul 22nd, 2014",PCIe 2.0 x16,"4 GB, GDDR5, 128 bit",1046 MHz,1253 MHz,640 / 40 / 16,68
FirePro V4800,Redwood,"Apr 26th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",775 MHz,900 MHz,400 / 20 / 8,69
Radeon X850 XT,R480,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,540 MHz,16 / 6 / 16 / 16,69
Radeon X850 XT AGP,R481,"Feb 28th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",520 MHz,540 MHz,16 / 6 / 16 / 16,69
GeForce GT 240,GT215,"Nov 17th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",550 MHz,850 MHz,96 / 32 / 8,69
GeForce GT 340 OEM,GT215,"Feb 2nd, 2010",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",550 MHz,850 MHz,96 / 32 / 8,69
Mobility Radeon HD 3850 X2,M88,"Jun 4th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",580 MHz,750 MHz,320 / 16 / 16,70
Radeon X1800 XL,R520,"Oct 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 8 / 16 / 16,70
GeForce GT 545,GF116,"May 14th, 2011",PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",720 MHz,800 MHz,144 / 24 / 16,70
Quadro FX 3600M,G92,"Feb 23rd, 2008",MXM-HE,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,96 / 48 / 16,70
Quadro FX 3600M,G92,"Feb 23rd, 2008",MXM-HE,"512 MB, GDDR3, 256 bit",500 MHz,799 MHz,64 / 32 / 16,70
RTX A2000,GA106,"Aug 10th, 2021",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",562 MHz,1500 MHz,3328 / 104 / 48,70
RTX A2000 12 GB,GA106,"Nov 23rd, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",562 MHz,1500 MHz,3328 / 104 / 48,70
Tesla T4,TU104,"Sep 13th, 2018",PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",585 MHz,1250 MHz,2560 / 160 / 64,70
FireGL V3600,RV630,"Jun 28th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",600 MHz,500 MHz,120 / 8 / 4,73
FirePro V5800,Juniper,"Apr 26th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",690 MHz,1000 MHz,800 / 40 / 16,74
