name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
Core i3-12100E,Alder Lake-S,4  / 8,3.2 to 4.2 GHz,Socket 1700,10 nm,12MB,60 W,60
Core i3-12300,Alder Lake-S,4  / 8,3.5 to 4.4 GHz,Socket 1700,10 nm,12MB,60 W,60
Core i3-13100,Raptor Lake-S,4  / 8,3.4 to 4.5 GHz,Socket 1700,10 nm,12MB,60 W,60
Core i3-13100E,Raptor Lake-S,4  / 8,3.3 to 4.4 GHz,Socket 1700,10 nm,12MB,60 W,60
Core i3-7350K,Kaby Lake,2  / 4,4.2 GHz,Socket 1151,14 nm,4MB,60 W,60
Mobile Pentium 4 2.40,Northwood,1  / 2,2.4 GHz,Socket 478,130 nm,N/A,60 W,60
Xeon E5-1428L,Sandy Bridge-EN,6  / 12,1800 MHz,Socket 1356,32 nm,15MB,60 W,60
Xeon E5-1428L v2,Ivy Bridge-EN,6  / 12,2.2 to 2.7 GHz,Socket 1356,22 nm,15MB,60 W,60
Xeon E5-2428L,Sandy Bridge-EN,6  / 12,1.8 to 2 GHz,Socket 1356,32 nm,15MB,60 W,60
Xeon E5-2430L,Sandy Bridge-EN,6  / 12,2 to 2.5 GHz,Socket 1356,32 nm,15MB,60 W,60
Xeon E5-2630L,Sandy Bridge-EP,6  / 12,2 to 2.5 GHz,Socket 2011,32 nm,15MB,60 W,60
Xeon E5-2630L v2,Ivy Bridge-EP,6  / 12,2.4 GHz,Socket 2011,22 nm,15MB,60 W,60
Xeon L5506,Gainestown,4,2.133 GHz,Socket 1366,45 nm,4MB,60 W,60
Xeon L5518,Gainestown,4  / 8,2.133 to 2.4 GHz,Socket 1366,45 nm,8MB,60 W,60
Xeon L5520,Gainestown,4  / 8,2.266 to 2.533 GHz,Socket 1366,45 nm,8MB,60 W,60
Xeon L5530,Gainestown,4  / 8,2.4 to 2.666 GHz,Socket 1366,45 nm,8MB,60 W,60
Xeon L5638,Westmere-EP,6  / 12,2 to 2.4 GHz,Socket 1366,32 nm,12MB,60 W,60
Xeon L5640,Westmere-EP,6  / 12,2.266 to 2.8 GHz,Socket 1366,32 nm,12MB,60 W,60
Pentium 4 1.6,Willamette,1,1600 MHz,Socket 478,180 nm,N/A,61 W,61
Pentium 4 1.6,Willamette,1,1600 MHz,Socket 423,180 nm,N/A,61 W,61
Athlon 64 3000+,Newark,1,1800 MHz,Socket 754,130 nm,N/A,62 W,62
Athlon 64 3000+,Orleans,1,1800 MHz,Socket AM2,90 nm,N/A,62 W,62
Athlon 64 3200+,Newark,1,2000 MHz,Socket 754,130 nm,N/A,62 W,62
Athlon 64 3200+,Orleans,1,2000 MHz,Socket AM2,90 nm,N/A,62 W,62
Athlon 64 3500+,Windsor,1,2.2 GHz,Socket AM2,90 nm,N/A,62 W,62
Athlon 64 3500+,Orleans,1,2.2 GHz,Socket AM2,90 nm,N/A,62 W,62
Athlon 64 3800+,Orleans,1,2.4 GHz,Socket AM2,90 nm,N/A,62 W,62
Athlon 64 3800+,Windsor,1,2.4 GHz,Socket AM2,90 nm,N/A,62 W,62
Athlon 64 4000+,Newark,1,2.6 GHz,Socket 754,130 nm,N/A,62 W,62
Athlon 64 4000+,Windsor,1,2.6 GHz,Socket AM2,90 nm,N/A,62 W,62
Athlon XP 2100+,Thoroughbred,1,1733 MHz,Socket A,130 nm,N/A,62 W,62
Mobile Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130 nm,N/A,62 W,62
Mobile Athlon 64 3000+,Clawhammer,1,1800 MHz,Socket 754,130 nm,N/A,62 W,62
Mobile Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130 nm,N/A,62 W,62
Mobile Athlon 64 3400+,Clawhammer,1,2.2 GHz,Socket 754,130 nm,N/A,62 W,62
Sempron 2200+,Thoroughbred,1,1500 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2200+,Barton,1,1500 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2200+,Thorton,1,1500 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2300+,Thoroughbred,1,1583 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2300+,Barton,1,1583 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2400+,Barton,1,1667 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2400+,Thoroughbred,1,1667 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2400+,Thorton,1,1667 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2500+,Thoroughbred,1,1750 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2500+,Palermo,1,1400 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 2500+,Barton,1,1750 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2600+,Thoroughbred,1,1833 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2600+,Palermo,1,1600 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 2600+,Barton,1,1833 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2600+,Georgetown,1,1600 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 2800+,Georgetown,1,1600 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 2800+,Thoroughbred,1,1992 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2800+,Palermo,1,1600 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 2800+,Thorton,1,1992 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2800+,Barton,1,2000 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 2800+,Manila,1,1600 MHz,Socket AM2,90 nm,N/A,62 W,62
Sempron 3000+,Paris,1,1800 MHz,Socket 754,130 nm,N/A,62 W,62
Sempron 3000+,Albany,1,1800 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3000+,Manila,1,1600 MHz,Socket AM2,90 nm,N/A,62 W,62
Sempron 3000+,Georgetown,1,1800 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3000+,Palermo,1,1800 MHz,Socket 939,90 nm,N/A,62 W,62
Sempron 3000+,Palermo,1,1800 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3000+,Barton,1,2000 MHz,Socket A,130 nm,N/A,62 W,62
Sempron 3100+,Albany,1,1800 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3100+,Georgetown,1,1800 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3100+,Palermo,1,1800 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3100+,Paris,1,1800 MHz,Socket 754,130 nm,N/A,62 W,62
Sempron 3200+,Palermo,1,1800 MHz,Socket 939,90 nm,N/A,62 W,62
Sempron 3200+,Manila,1,1800 MHz,Socket AM2,90 nm,N/A,62 W,62
Sempron 3300+,Albany,1,2000 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3300+,Georgetown,1,2000 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3300+,Barton,1,2.2 GHz,Socket A,130 nm,N/A,62 W,62
Sempron 3300+,Palermo,1,2000 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3400+,Palermo,1,2000 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3400+,Palermo,1,2000 MHz,Socket 939,90 nm,N/A,62 W,62
Sempron 3400+,Albany,1,2000 MHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3400+,Manila,1,1800 MHz,Socket AM2,90 nm,N/A,62 W,62
Sempron 3500+,Manila,1,2000 MHz,Socket AM2,90 nm,N/A,62 W,62
Sempron 3500+,Palermo,1,2000 MHz,Socket 939,90 nm,N/A,62 W,62
Sempron 3600+,Albany,1,2.2 GHz,Socket 754,90 nm,N/A,62 W,62
Sempron 3600+,Manila,1,2000 MHz,Socket AM2,90 nm,N/A,62 W,62
Sempron 3800+,Manila,1,2.2 GHz,Socket AM2,90 nm,N/A,62 W,62
Core i3-10300,Comet Lake,4  / 8,3.7 to 4.4 GHz,Socket 1200,14 nm,8MB,62 W,62
Core i3-8300,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,8MB,62 W,62
Core i3-9300,Coffee Lake,4,3.7 to 4.3 GHz,Socket 1151,14 nm,8MB,62 W,62
Core i3-9320,Coffee Lake,4,3.7 to 4.4 GHz,Socket 1151,14 nm,8MB,62 W,62
Athlon 1133,Thunderbird C,1,1133 MHz,Socket A,180 nm,N/A,63 W,63
Athlon XP 1600+,Palomino,1,1400 MHz,Socket A,180 nm,N/A,63 W,63
Athlon XP 2200+,Thorton,1,1800 MHz,Socket A,130 nm,N/A,63 W,63
Athlon XP 2200+,Thorton,1,1800 MHz,Socket A,130 nm,N/A,63 W,63
Athlon XP 2200+,Thoroughbred,1,1800 MHz,Socket A,130 nm,N/A,63 W,63
Athlon XP 1700+,Palomino,1,1467 MHz,Socket A,180 nm,N/A,64 W,64
Pentium 4 1.7,Willamette,1,1700 MHz,Socket 478,180 nm,N/A,64 W,64
Pentium 4 1.7,Willamette,1,1700 MHz,Socket 423,180 nm,N/A,64 W,64
A6-9400,Bristol Ridge,2,3.4 to 3.7 GHz,Socket AM4,28 nm,N/A,65 W,65
Athlon Gold 3150G,Dali,4,3.5 to 3.9 GHz,Socket AM4,12 nm,4MB,65 W,65
Athlon Gold PRO 3150G,Dali,4,3.5 to 3.9 GHz,Socket AM4,12 nm,4MB,65 W,65
PRO A6-8570,Carrizo,2,3.5 to 3.8 GHz,Socket AM4,28 nm,N/A,65 W,65
Ryzen 3 3100,Matisse,4  / 8,3.6 to 3.9 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 3 3200G,Picasso,4,3.6 to 4 GHz,Socket AM4,12 nm,4MB,65 W,65
Ryzen 3 3300X,Matisse,4  / 8,3.8 to 4.3 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 3 4100,Renoir,4  / 8,3.8 to 4 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 3 4300G,Renoir,4  / 8,3.8 to 4 GHz,Socket AM4,7 nm,4MB,65 W,65
Ryzen 3 5300G,Cezanne,4  / 8,4 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 3 PRO 4350G,Renoir,4  / 8,3.8 to 4 GHz,Socket AM4,7 nm,4MB,65 W,65
Ryzen 3 PRO 5350G,Cezanne,4  / 8,4 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 5 1600AF,Zen,6  / 12,3.2 to 3.6 GHz,Socket AM4,12 nm,16MB,65 W,65
Ryzen 5 3400G,Picasso,4  / 8,3.7 to 4.2 GHz,Socket AM4,12 nm,4MB,65 W,65
Ryzen 5 3500X,Matisse,6,3.6 to 4.1 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 5 3600,Matisse,6  / 12,3.6 to 4.2 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 5 4500,Renoir,6  / 12,3.6 to 4.1 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 5 4600G,Renoir,6  / 12,3.7 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 5 5500,Cezanne,6  / 12,3.6 to 4.2 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 5 5600,Vermeer,6  / 12,3.5 to 4.4 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 5 5600G,Cezanne,6  / 12,3.9 to 4.4 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 5 5600X,Vermeer,6  / 12,3.7 to 4.6 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 5 7600,Raphael,6  / 12,3.8 to 5.1 GHz,Socket AM5,5 nm,32MB,65 W,65
Ryzen 5 PRO 4650G,Renoir,6  / 12,3.7 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 5 PRO 5650G,Cezanne,6  / 12,3.9 to 4.4 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 7 3700X,Matisse,8  / 16,3.6 to 4.4 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 7 4700G,Renoir,8  / 16,3.6 to 4.4 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 7 5700G,Cezanne,8  / 16,3.8 to 4.6 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 7 5700X,Vermeer,8  / 16,3.4 to 4.6 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 7 5800,Vermeer,8  / 16,3.4 to 4.6 GHz,Socket AM4,7 nm,32MB,65 W,65
Ryzen 7 5800G,Cezanne,8  / 16,3.8 to 4.8 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 7 7700,Raphael,8  / 16,4.3 to 5.3 GHz,Socket AM5,5 nm,32MB,65 W,65
Ryzen 7 PRO 4750G,Renoir,8  / 16,3.6 to 4.4 GHz,Socket AM4,7 nm,8MB,65 W,65
Ryzen 7 PRO 5750G,Cezanne,8  / 16,3.8 to 4.6 GHz,Socket AM4,7 nm,16MB,65 W,65
Ryzen 9 5900,Vermeer,12  / 24,3 to 4.7 GHz,Socket AM4,7 nm,64MB,65 W,65
Ryzen 9 7900,Raphael,12  / 24,3.7 to 5.4 GHz,Socket AM5,5 nm,64MB,65 W,65
Ryzen Embedded 5600E,Vermeer,6  / 12,3.3 to 3.6 GHz,Socket AM4,7 nm,32MB,65 W,65
Core i3-10100,Comet Lake,4  / 8,3.6 to 4.3 GHz,Socket 1200,14 nm,6MB,65 W,65
Core i3-10105,Comet Lake-R,4  / 8,3.7 to 4.4 GHz,Socket 1200,14 nm,6MB,65 W,65
Core i3-10105F,Comet Lake-R,4  / 8,3.7 to 4.4 GHz,Socket 1200,14 nm,6MB,65 W,65
Core i3-10305,Comet Lake-R,4  / 8,3.8 to 4.5 GHz,Socket 1200,14 nm,8MB,65 W,65
Core i3-10325,Comet Lake-R,4  / 8,3.9 to 4.7 GHz,Socket 1200,14 nm,8MB,65 W,65
Core i3-9100F,Coffee Lake,4,3.6 to 4.2 GHz,Socket 1151,14 nm,6MB,65 W,65
Core i5-10400,Comet Lake,6  / 12,2.9 to 4.3 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-10400F,Comet Lake,6  / 12,2.9 to 4.3 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-10500,Comet Lake,6  / 12,3.1 to 4.5 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-10600,Comet Lake,6  / 12,3.3 to 4.8 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-11400,Rocket Lake,6  / 12,2.6 to 4.4 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-11400F,Rocket Lake,6  / 12,2.6 to 4.4 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-11500,Rocket Lake,6  / 12,2.7 to 4.6 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-11600,Rocket Lake,6  / 12,2.8 to 4.8 GHz,Socket 1200,14 nm,12MB,65 W,65
Core i5-12400,Alder Lake-S,6  / 12,2.5 to 4.4 GHz,Socket 1700,10 nm,18MB,65 W,65
Core i5-12400F,Alder Lake-S,6  / 12,2.5 to 4.4 GHz,Socket 1700,10 nm,18MB,65 W,65
Core i5-12490F,Alder Lake-S,6  / 12,3 to 4.6 GHz,Socket 1700,10 nm,20MB,65 W,65
Core i5-12500,Alder Lake-S,6  / 12,3 to 4.6 GHz,Socket 1700,10 nm,18MB,65 W,65
Core i5-12500E,Alder Lake-S,6  / 12,2.9 to 4.5 GHz,Socket 1700,10 nm,18MB,65 W,65
Core i5-12600,Alder Lake-S,6  / 12,3.3 to 4.8 GHz,Socket 1700,10 nm,18MB,65 W,65
Core i5-13400,Raptor Lake-S,10  / 16,2.5 to 4.6 GHz,Socket 1700,10 nm,20MB,65 W,65
Core i5-13400E,Raptor Lake-S,10  / 16,2.4 to 4.6 GHz,Socket 1700,10 nm,20MB,65 W,65
Core i5-13400F,Raptor Lake-S,10  / 16,2.5 to 4.6 GHz,Socket 1700,10 nm,20MB,65 W,65
Core i5-13490F,Raptor Lake-S,10  / 16,2.5 to 4.8 GHz,Socket 1700,10 nm,24MB,65 W,65
Core i5-13500,Raptor Lake-S,14  / 20,2.5 to 4.8 GHz,Socket 1700,10 nm,24MB,65 W,65
Core i5-13500E,Raptor Lake-S,14  / 20,2.4 to 4.6 GHz,Socket 1700,10 nm,24MB,65 W,65
Core i5-13600,Raptor Lake-S,14  / 20,2.7 to 5 GHz,Socket 1700,10 nm,24MB,65 W,65
Core i5-9400F,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14 nm,9MB,65 W,65
Core i5-9500F,Coffee Lake,6,3 to 4.4 GHz,Socket 1151,14 nm,9MB,65 W,65
Core i7-10700,Comet Lake,8  / 16,2.9 to 4.8 GHz,Socket 1200,14 nm,16MB,65 W,65
Core i7-10700F,Comet Lake,8  / 16,2.9 to 4.8 GHz,Socket 1200,14 nm,16MB,65 W,65
Core i7-11700,Rocket Lake,8  / 16,2.5 to 4.9 GHz,Socket 1200,14 nm,16MB,65 W,65
Core i7-11700F,Rocket Lake,8  / 16,2.5 to 4.9 GHz,Socket 1200,14 nm,16MB,65 W,65
Core i7-12700,Alder Lake-S,12  / 20,2.1 to 4.9 GHz,Socket 1700,10 nm,25MB,65 W,65
Core i7-12700E,Alder Lake-S,12  / 20,2.1 to 4.8 GHz,Socket 1700,10 nm,25MB,65 W,65
Core i7-12700F,Alder Lake-S,12  / 20,2.1 to 4.9 GHz,Socket 1700,10 nm,25MB,65 W,65
Core i7-13700,Raptor Lake-S,16  / 24,2.1 to 5.2 GHz,Socket 1700,10 nm,30MB,65 W,65
Core i7-13700E,Raptor Lake-S,16  / 24,1.9 to 5.1 GHz,Socket 1700,10 nm,30MB,65 W,65
Core i7-13700F,Raptor Lake-S,16  / 24,2.1 to 5.2 GHz,Socket 1700,10 nm,30MB,65 W,65
Core i7-13790F,Raptor Lake-S,16  / 24,2.1 to 5.2 GHz,Socket 1700,10 nm,33MB,65 W,65
Core i7-9700,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14 nm,12MB,65 W,65
Core i7-9700E,Coffee Lake,8,2.6 to 4.4 GHz,Socket 1151,14 nm,12MB,65 W,65
Core i7-9700F,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14 nm,12MB,65 W,65
Core i9-10800F,Comet Lake,10  / 20,2.7 to 5 GHz,Socket 1200,14 nm,20MB,65 W,65
Core i9-10900,Comet Lake,10  / 20,2.8 to 5.2 GHz,Socket 1200,14 nm,20MB,65 W,65
Core i9-10900F,Comet Lake,10  / 20,2.8 to 5.2 GHz,Socket 1200,14 nm,20MB,65 W,65
Core i9-11900,Rocket Lake,8  / 16,2.5 to 5.2 GHz,Socket 1200,14 nm,16MB,65 W,65
Core i9-11900F,Rocket Lake,8  / 16,2.5 to 5.2 GHz,Socket 1200,14 nm,16MB,65 W,65
Core i9-11900KB,Tiger Lake-H,8  / 16,3.3 to 5.3 GHz,BGA 1787,10 nm,24MB,65 W,65
Core i9-12900,Alder Lake-S,16  / 24,2.4 to 5.1 GHz,Socket 1700,10 nm,30MB,65 W,65
Core i9-12900E,Alder Lake-S,16  / 24,2.3 to 5 GHz,Socket 1700,10 nm,30MB,65 W,65
Core i9-12900F,Alder Lake-S,16  / 24,2.4 to 5.1 GHz,Socket 1700,10 nm,30MB,65 W,65
Core i9-13900,Raptor Lake-S,24  / 32,2 to 5.6 GHz,Socket 1700,10 nm,36MB,65 W,65
Core i9-13900E,Raptor Lake-S,24  / 32,1.8 to 5.2 GHz,Socket 1700,10 nm,36MB,65 W,65
Core i9-13900F,Raptor Lake-S,24  / 32,2 to 5.6 GHz,Socket 1700,10 nm,36MB,65 W,65
Core i9-9900,Coffee Lake-R,8  / 16,3.1 to 5 GHz,Socket 1151,14 nm,16MB,65 W,65
Pentium Gold G6405,Comet Lake-R,2  / 4,4.1 GHz,Socket 1200,14 nm,4MB,65 W,65
Pentium Gold G6505,Comet Lake-R,2  / 4,4.2 GHz,Socket 1200,14 nm,4MB,65 W,65
Pentium Gold G6605,Comet Lake-R,2  / 4,4.3 GHz,Socket 1200,14 nm,4MB,65 W,65
Xeon E-2314,Rocket Lake-E,4,2.8 to 4.5 GHz,Socket 1200,14 nm,8MB,65 W,65
Xeon E-2324G,Rocket Lake-E,4,3.1 to 4.6 GHz,Socket 1200,14 nm,8MB,65 W,65
Xeon E-2334,Rocket Lake-E,4  / 8,3.4 to 4.8 GHz,Socket 1200,14 nm,8MB,65 W,65
Xeon E-2336,Rocket Lake-E,6  / 12,2.9 to 4.8 GHz,Socket 1200,14 nm,12MB,65 W,65
Xeon E-2378,Rocket Lake-E,8  / 16,2.6 to 4.8 GHz,Socket 1200,14 nm,16MB,65 W,65
Athlon 1200,Thunderbird C,1,1200 MHz,Socket A,180 nm,N/A,66 W,66
Athlon 1200,Thunderbird B,1,1200 MHz,Socket A,180 nm,N/A,66 W,66
Athlon XP 1800+,Palomino,1,1533 MHz,Socket A,180 nm,N/A,66 W,66
Mobile Pentium 4 2.66,Northwood,1  / 2,2.667 GHz,Socket 478,130 nm,N/A,66 W,66
Mobile Pentium 4 HT 2.66,Northwood,1  / 2,2.667 GHz,Socket 478,130 nm,N/A,66 W,66
Pentium 4 HT 2.40,Northwood,1  / 2,2.4 GHz,Socket 478,130 nm,N/A,66 W,66
Athlon 64 3000+,Venice,1,1800 MHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3000+,Winchester,1,1800 MHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3200+,Venice,1,2000 MHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3200+,Winchester,1,2000 MHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3200+,Manchester,1,2000 MHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3400+,Venice,1,2.2 GHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3400+,Venice,1,2.4 GHz,Socket 754,90 nm,N/A,67 W,67
Athlon 64 3500+,Venice,1,2.2 GHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3500+,Manchester,1,2.2 GHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3500+,Winchester,1,2.2 GHz,Socket 939,90 nm,N/A,67 W,67
Athlon 64 3500+,San Diego,1,2.2 GHz,Socket 939,90 nm,N/A,67 W,67
Opteron 144,Venus,1,1800 MHz,Socket 939,90 nm,N/A,67 W,67
Opteron 144,Venus,1,1800 MHz,Socket 939,90 nm,N/A,67 W,67
Opteron 146,Venus,1,2000 MHz,Socket 939,90 nm,N/A,67 W,67
Opteron 146,Venus,1,2000 MHz,Socket 939,90 nm,N/A,67 W,67
Opteron 146,Venus,1,2000 MHz,Socket 939,90 nm,N/A,67 W,67
Pentium 4 1.8,Willamette,1,1800 MHz,Socket 423,180 nm,N/A,67 W,67
Pentium 4 1.80,Willamette,1,1800 MHz,Socket 478,180 nm,N/A,67 W,67
Athlon 1300,Thunderbird B,1,1300 MHz,Socket A,180 nm,N/A,68 W,68
Athlon XP 1900+,Palomino,1,1600 MHz,Socket A,180 nm,N/A,68 W,68
Athlon XP 2200+,Thoroughbred,1,1800 MHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2400+,Thorton,1,2000 MHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2400+,Thorton,1,2000 MHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2400+,Thoroughbred,1,2000 MHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2500+,Barton,1,1833 MHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2600+,Thoroughbred,1,2.083 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2600+,Barton,1,1917 MHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2600+,Thorton,1,2.133 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2600+,Thorton,1,2.083 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2600+,Thoroughbred,1,2.133 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2700+,Thoroughbred,1,2.167 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 2800+,Barton,1,2.083 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 3000+ (333FSB),Barton,1,2.167 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 3000+ (400FSB),Barton,1,2.1 GHz,Socket A,130 nm,N/A,68 W,68
Athlon XP 3100+,Thorton,1,2.2 GHz,Socket A,130 nm,N/A,68 W,68
Mobile Pentium 4 2.80,Northwood,1  / 2,2.8 GHz,Socket 478,130 nm,N/A,68 W,68
Mobile Pentium 4 HT 2.80,Northwood,1  / 2,2.8 GHz,Socket 478,130 nm,N/A,68 W,68
Core i5-3350P,Ivy Bridge,4,3.1 to 3.3 GHz,Socket 1155,22 nm,6MB,69 W,69
Pentium 4 1.8A,Willamette,1,1800 MHz,Socket 478,180 nm,N/A,69 W,69
Pentium 4 1.9,Willamette,1,1900 MHz,Socket 423,180 nm,N/A,69 W,69
Pentium 4 1.9,Willamette,1,1900 MHz,Socket 478,180 nm,N/A,69 W,69
Pentium 4 HT 2.60,Northwood,1  / 2,2.6 GHz,Socket 478,130 nm,N/A,69 W,69
Xeon E3-1220 v2,Ivy Bridge,4,3.1 to 3.5 GHz,Socket 1155,22 nm,8MB,69 W,69
Xeon E3-1230 v2,Ivy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,22 nm,8MB,69 W,69
Xeon E3-1240 v2,Ivy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,22 nm,8MB,69 W,69
Xeon E3-1270 v2,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22 nm,8MB,69 W,69
Xeon E3-1280 v2,Ivy Bridge,4  / 8,3.6 to 4 GHz,Socket 1155,22 nm,8MB,69 W,69
Athlon 1333,Thunderbird C,1,1333 MHz,Socket A,180 nm,N/A,70 W,70
Athlon XP 2000+,Palomino,1,1667 MHz,Socket A,180 nm,N/A,70 W,70
Mobile Pentium 4 3.06,Northwood,1  / 2,3.067 GHz,Socket 478,130 nm,N/A,70 W,70
Mobile Pentium 4 HT 3.06,Northwood,1  / 2,3.067 GHz,Socket 478,130 nm,N/A,70 W,70
Pentium 4 HT 2.80,Northwood,1  / 2,2.8 GHz,Socket 478,130 nm,N/A,70 W,70
Xeon E5-2448L,Sandy Bridge-EN,8  / 16,1.8 to 2.1 GHz,Socket 1356,32 nm,20MB,70 W,70
Xeon E5-2450L,Sandy Bridge-EN,8  / 16,1.8 to 2.3 GHz,Socket 1356,32 nm,20MB,70 W,70
Xeon E5-2648L,Sandy Bridge-EP,8  / 16,1.8 to 2.3 GHz,Socket 2011,32 nm,20MB,70 W,70
Xeon E5-2650L,Sandy Bridge-EP,8  / 16,1.8 to 2.3 GHz,Socket 2011,32 nm,20MB,70 W,70
Xeon E5-2650L v2,Ivy Bridge-EP,10  / 20,1700 MHz,Socket 2011,22 nm,25MB,70 W,70
Centaur CHA,CHA,8,1.2 to 2.5 GHz,VIA Socket 2084,16 nm,16MB,70 W,70
Athlon 1400,Thunderbird C,1,1400 MHz,Socket A,180 nm,N/A,72 W,72
Athlon 1400,Thunderbird B,1,1400 MHz,Socket A,180 nm,N/A,72 W,72
Athlon XP 2100+,Palomino,1,1733 MHz,Socket A,180 nm,N/A,72 W,72
Athlon XP-M 2400+ (72W),Barton,1,1800 MHz,Socket A,130 nm,N/A,72 W,72
Athlon XP-M 2500+ (72W),Barton,1,1867 MHz,Socket A,130 nm,N/A,72 W,72
Athlon XP-M 2600+ (72W),Barton,1,2000 MHz,Socket A,130 nm,N/A,72 W,72
